,time,X,Y,Z,marker,stad,Profit,TP,LP,Sum,TH
110,00:02.20,-3.6875,-117.875,-67.4981689453,Marker 0,梦,0,0,0,0,0.0
111,00:02.22,-3.5703125,-117.8984375,-67.4700012207,Marker 0,梦,0,0,0,0,0.0
112,00:02.24,-3.4453125,-117.9609375,-67.4373474121,Marker 0,梦,0,0,0,0,0.0
113,00:02.26,-3.3046875,-118.0,-67.4473876953,Marker 0,梦,0,0,0,0,0.0
114,00:02.28,-3.1640625,-118.0546875,-67.4891052246,Marker 0,梦,0,0,0,0,0.0
115,00:02.30,-3.0390625,-118.078125,-67.5627441406,Marker 0,梦,0,0,0,0,0.0
116,00:02.32,-2.921875,-118.0859375,-67.6588439941,Marker 0,梦,0,0,0,0,0.0
117,00:02.34,-2.8046875,-118.109375,-67.7313537598,Marker 0,梦,0,0,0,0,0.0
118,00:02.36,-2.6796875,-118.140625,-67.7639770508,Marker 0,梦,0,0,0,0,0.0
119,00:02.38,-2.5703125,-118.21875,-67.7259216309,Marker 0,梦,0,0,0,0,0.0
120,00:02.40,-2.46875,-118.2734375,-67.6437988281,Marker 0,梦,0,0,0,0,0.0
121,00:02.42,-2.40625,-118.2734375,-67.5583496094,Marker 0,梦,0,0,0,0,0.0
122,00:02.44,-2.375,-118.2265625,-67.4747924805,Marker 0,梦,0,0,0,0,0.0
123,00:02.46,-2.359375,-118.1328125,-67.4183349609,Marker 0,梦,0,0,0,0,0.0
124,00:02.48,-2.3515625,-118.0625,-67.3837585449,Marker 0,梦,0,0,0,0,0.0
125,00:02.50,-2.3203125,-117.9453125,-67.4166259766,Marker 0,梦,0,0,0,0,0.0
126,00:02.52,-2.2890625,-117.828125,-67.4903869629,Marker 0,梦,0,0,0,0,0.0
127,00:02.54,-2.28125,-117.7421875,-67.5637817383,Marker 0,梦,0,0,0,0,0.0
128,00:02.56,-2.2890625,-117.7421875,-67.6061096191,Marker 0,梦,0,0,0,0,0.0
129,00:02.58,-2.3203125,-117.7890625,-67.615447998,Marker 0,梦,0,0,0,0,0.0
130,00:02.60,-2.3515625,-117.8671875,-67.6071777344,Marker 0,梦,0,0,0,0,0.0
131,00:02.62,-2.390625,-117.9453125,-67.5978088379,Marker 0,梦,0,0,0,0,0.0
132,00:02.64,-2.4140625,-118.03125,-67.580078125,Marker 0,梦,0,0,0,0,0.0
133,00:02.66,-2.4375,-118.0859375,-67.5758056641,Marker 0,梦,0,0,0,0,0.0
134,00:02.68,-2.4765625,-118.140625,-67.5719299316,Marker 0,梦,0,0,0,0,0.0
135,00:02.70,-2.5390625,-118.15625,-67.5711364746,Marker 0,梦,0,0,0,0,0.0
136,00:02.72,-2.6171875,-118.1796875,-67.5628662109,Marker 0,梦,0,0,0,0,0.0
137,00:02.74,-2.71875,-118.1640625,-67.5638122559,Marker 0,梦,0,0,0,0,0.0
138,00:02.76,-2.8046875,-118.140625,-67.5700073242,Marker 0,梦,0,0,0,0,0.0
139,00:02.78,-2.890625,-118.1015625,-67.5891418457,Marker 0,梦,0,0,0,0,0.0
140,00:02.80,-2.96875,-118.0625,-67.6029663086,Marker 0,梦,0,0,0,0,0.0
141,00:02.82,-3.0390625,-118.046875,-67.6044006348,Marker 0,梦,0,0,0,0,0.0
142,00:02.84,-3.109375,-118.0234375,-67.6136474609,Marker 0,梦,0,0,0,0,0.0
143,00:02.86,-3.1640625,-118.03125,-67.5993652344,Marker 0,梦,0,0,0,0,0.0
144,00:02.88,-3.203125,-118.0546875,-67.5718994141,Marker 0,梦,0,0,0,0,0.0
145,00:02.90,-3.21875,-118.0859375,-67.540435791,Marker 0,梦,0,0,0,0,0.0
146,00:02.92,-3.2265625,-118.125,-67.5210571289,Marker 0,梦,0,0,0,0,0.0
147,00:02.94,-3.21875,-118.109375,-67.5401611328,Marker 0,梦,0,0,0,0,0.0
148,00:02.96,-3.21875,-118.109375,-67.5587463379,Marker 0,梦,0,0,0,0,0.0
149,00:02.98,-3.2265625,-118.1171875,-67.5814819336,Marker 0,梦,0,0,0,0,0.0
150,00:03.0,-3.234375,-118.15625,-67.5867614746,Marker 0,梦,0,0,0,0,0.0
151,00:03.2,-3.2421875,-118.1796875,-67.5921630859,Marker 0,梦,0,0,0,0,0.0
152,00:03.4,-3.2421875,-118.234375,-67.5790710449,Marker 0,梦,0,0,0,0,0.0
153,00:03.6,-3.25,-118.2421875,-67.5884094238,Marker 0,梦,0,0,0,0,0.0
154,00:03.8,-3.2421875,-118.2421875,-67.5974731445,Marker 0,梦,0,0,0,0,0.0
155,00:03.10,-3.21875,-118.2578125,-67.5972290039,Marker 0,梦,0,0,0,0,0.0
156,00:03.12,-3.1875,-118.2578125,-67.5919494629,Marker 0,梦,0,0,0,0,0.0
157,00:03.14,-3.1328125,-118.265625,-67.5736694336,Marker 0,梦,0,0,0,0,0.0
158,00:03.16,-3.0859375,-118.2734375,-67.5500793457,Marker 0,梦,0,0,0,0,0.0
159,00:03.18,-3.03125,-118.296875,-67.526550293,Marker 0,梦,0,0,0,0,0.0
160,00:03.20,-2.9765625,-118.296875,-67.5161132812,Marker 0,梦,0,0,0,0,0.0
161,00:03.22,-2.921875,-118.2578125,-67.5340576172,Marker 0,梦,0,0,0,0,0.0
162,00:03.24,-2.8828125,-118.21875,-67.5613098145,Marker 0,梦,0,0,0,0,0.0
163,00:03.26,-2.8515625,-118.203125,-67.5845031738,Marker 0,梦,0,0,0,0,0.0
164,00:03.28,-2.828125,-118.1484375,-67.625579834,Marker 0,梦,0,0,0,0,0.0
165,00:03.30,-2.8203125,-118.109375,-67.6527709961,Marker 0,梦,0,0,0,0,0.0
166,00:03.32,-2.8046875,-118.0546875,-67.6748657227,Marker 0,梦,0,0,0,0,0.0
167,00:03.34,-2.7890625,-118.0234375,-67.665435791,Marker 0,梦,0,0,0,0,0.0
168,00:03.36,-2.8046875,-117.9765625,-67.6409301758,Marker 0,梦,0,0,0,0,0.0
169,00:03.38,-2.8359375,-117.9296875,-67.5864257812,Marker 0,梦,0,0,0,0,0.0
170,00:03.40,-2.8828125,-117.890625,-67.5023803711,Marker 0,梦,0,0,0,0,0.0
171,00:03.42,-2.9375,-117.859375,-67.4054260254,Marker 0,梦,0,0,0,0,0.0
172,00:03.44,-2.984375,-117.8203125,-67.3444519043,Marker 0,梦,0,0,0,0,0.0
173,00:03.46,-3.0,-117.765625,-67.3396911621,Marker 0,梦,0,0,0,0,0.0
174,00:03.48,-2.9921875,-117.7109375,-67.3859558105,Marker 0,梦,0,0,0,0,0.0
175,00:03.50,-2.953125,-117.703125,-67.4556884766,Marker 0,梦,0,0,0,0,0.0
176,00:03.52,-2.9296875,-117.7421875,-67.5215148926,Marker 0,梦,0,0,0,0,0.0
177,00:03.54,-2.90625,-117.8515625,-67.5741882324,Marker 0,梦,0,0,0,0,0.0
178,00:03.56,-2.8828125,-118.0078125,-67.6029968262,Marker 0,梦,0,0,0,0,0.0
179,00:03.58,-2.84375,-118.1796875,-67.6223449707,Marker 0,梦,0,0,0,0,0.0
180,00:03.60,-2.7890625,-118.3671875,-67.6193847656,Marker 0,梦,0,0,0,0,0.0
181,00:03.62,-2.734375,-118.53125,-67.6110839844,Marker 0,梦,0,0,0,0,0.0
182,00:03.64,-2.6953125,-118.6328125,-67.6157836914,Marker 0,梦,0,0,0,0,0.0
183,00:03.66,-2.6796875,-118.7109375,-67.6116333008,Marker 0,梦,0,0,0,0,0.0
184,00:03.68,-2.703125,-118.765625,-67.6027526855,Marker 0,梦,0,0,0,0,0.0
