,time,X,Y,Z,marker,stad,Profit,TP,LP,Sum,TH
32124,10:42.48,6.5703125,-12.921875,-61.6897888184,Marker 41,Contrib per10 res,1,21,0,117,125.61
32125,10:42.50,6.8125,-12.734375,-61.7309570312,Marker 41,Contrib per10 res,1,21,0,117,125.61
32126,10:42.52,7.0859375,-12.53125,-61.7296447754,Marker 41,Contrib per10 res,1,21,0,117,125.61
32127,10:42.54,7.34375,-12.421875,-61.6737060547,Marker 41,Contrib per10 res,1,21,0,117,125.61
32128,10:42.56,7.5078125,-12.40625,-61.6568603516,Marker 41,Contrib per10 res,1,21,0,117,125.61
32129,10:42.58,7.5,-12.453125,-61.674987793,Marker 41,Contrib per10 res,1,21,0,117,125.61
32130,10:42.60,7.3515625,-12.515625,-61.7016906738,Marker 41,Contrib per10 res,1,21,0,117,125.61
32131,10:42.62,7.1328125,-12.5625,-61.7200927734,Marker 41,Contrib per10 res,1,21,0,117,125.61
32132,10:42.64,6.9296875,-12.5703125,-61.7296142578,Marker 41,Contrib per10 res,1,21,0,117,125.61
32133,10:42.66,6.734375,-12.546875,-61.6875915527,Marker 41,Contrib per10 res,1,21,0,117,125.61
32134,10:42.68,6.546875,-12.4765625,-61.6023864746,Marker 41,Contrib per10 res,1,21,0,117,125.61
32135,10:42.70,6.375,-12.3359375,-61.5334472656,Marker 41,Contrib per10 res,1,21,0,117,125.61
32136,10:42.72,6.2578125,-12.1640625,-61.4298400879,Marker 41,Contrib per10 res,1,21,0,117,125.61
32137,10:42.74,6.1953125,-11.9453125,-61.2663574219,Marker 41,Contrib per10 res,1,21,0,117,125.61
32138,10:42.76,6.1328125,-11.625,-61.0678405762,Marker 41,Contrib per10 res,1,21,0,117,125.61
32139,10:42.78,6.0234375,-11.2109375,-60.9919128418,Marker 41,Contrib per10 res,1,21,0,117,125.61
32140,10:42.80,5.890625,-10.8125,-61.1199951172,Marker 41,Contrib per10 res,1,21,0,117,125.61
32141,10:42.82,5.7109375,-10.5078125,-61.3722839355,Marker 41,Contrib per10 res,1,21,0,117,125.61
32142,10:42.84,5.4375,-10.3359375,-61.7190246582,Marker 41,Contrib per10 res,1,21,0,117,125.61
32143,10:42.86,5.125,-10.3046875,-61.9948730469,Marker 41,Contrib per10 res,1,21,0,117,125.61
32144,10:42.88,4.828125,-10.375,-62.1062011719,Marker 41,Contrib per10 res,1,21,0,117,125.61
32145,10:42.90,4.59375,-10.515625,-62.0017089844,Marker 41,Contrib per10 res,1,21,0,117,125.61
32146,10:42.92,4.4453125,-10.6796875,-61.8081665039,Marker 41,Contrib per10 res,1,21,0,117,125.61
32147,10:42.94,4.3828125,-10.84375,-61.666015625,Marker 41,Contrib per10 res,1,21,0,117,125.61
32148,10:42.96,4.375,-11.03125,-61.668762207,Marker 41,Contrib per10 res,1,21,0,117,125.61
32149,10:42.98,4.34375,-11.296875,-61.7872009277,Marker 41,Contrib per10 res,1,21,0,117,125.61
32150,10:43.0,4.2265625,-11.625,-61.935760498,Marker 41,Contrib per10 res,1,21,0,117,125.61
32151,10:43.2,3.9609375,-11.9609375,-62.0843811035,Marker 41,Contrib per10 res,1,21,0,117,125.61
32152,10:43.4,3.625,-12.265625,-62.2113037109,Marker 41,Contrib per10 res,1,21,0,117,125.61
32153,10:43.6,3.3515625,-12.5390625,-62.3545837402,Marker 41,Contrib per10 res,1,21,0,117,125.61
32154,10:43.8,3.25,-12.78125,-62.4510498047,Marker 41,Contrib per10 res,1,21,0,117,125.61
32155,10:43.10,3.2265625,-13.0234375,-62.453918457,Marker 41,Contrib per10 res,1,21,0,117,125.61
32156,10:43.12,3.1875,-13.296875,-62.427154541,Marker 41,Contrib per10 res,1,21,0,117,125.61
32157,10:43.14,3.0703125,-13.5703125,-62.4139099121,Marker 41,Contrib per10 res,1,21,0,117,125.61
32158,10:43.16,2.9296875,-13.8671875,-62.460144043,Marker 41,Contrib per10 res,1,21,0,117,125.61
32159,10:43.18,2.78125,-14.171875,-62.587097168,Marker 41,Contrib per10 res,1,21,0,117,125.61
32160,10:43.20,2.609375,-14.4765625,-62.7224731445,Marker 41,Contrib per10 res,1,21,0,117,125.61
32161,10:43.22,2.3671875,-14.75,-62.8703613281,Marker 41,Contrib per10 res,1,21,0,117,125.61
